"Protein_group","L_A_1","L_F_3","L_A_3","H_F_2","H_E_1","H_D_3","L_E_2","H_C_3","H_C_1","L_D_1","L_D_2","L_B_2","H_A_1","H_B_1","L_E_1","H_F_3","L_D_2_2","H_E_2","L_B_3","L_C_1","H_E_3","L_E_2_2","L_C_2","H_F_1","L_C_3","L_A_2","H_B_3","H_B_2","L_F_2","H_D_2","H_D_1","H_A_2","H_C_2","L_B_1","H_A_3","L_F_1"
"Montipora_capitata_HIv3___RNAseq.g30435.t1;Montipora_capitata_HIv3___RNAseq.g30441.t1",4300950,7172440,8438340,4400580,15054100,4924590,3337970,5085520,1733130,6006930,8551400,6763770,NA,3340260,3366210,10166400,5869490,2263410,5748810,NA,2040940,4324700,2714110,5793460,NA,4319980,9163250,7443980,NA,3436980,NA,2949030,3229850,9616030,9261960,NA
"Montipora_capitata_HIv3___RNAseq.g30438.t1",NA,NA,627130,NA,395672,NA,NA,NA,NA,NA,531177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g30451.t1",1121120,1317440,1241610,NA,1798800,1513710,1379950,1215310,NA,898950,1580140,1343500,NA,1830530,NA,1444890,1367700,1057550,1538680,484619,NA,NA,825752,2104530,NA,NA,914167,1525570,NA,1495930,1281500,1584380,974072,1199820,1233600,818036
"Montipora_capitata_HIv3___RNAseq.g30475.t1",3126270,1198500,1662070,2171410,1818920,2311230,2052010,2396550,3838640,1445240,1551390,1774850,4707480,4118210,1725930,727690,NA,2959670,870418,4034470,2997110,2240290,3715130,2464350,3265140,1854910,1876350,2838360,4037880,4758720,4049470,2326850,3226960,NA,2642440,NA
"Montipora_capitata_HIv3___RNAseq.g30516.t1",NA,NA,NA,NA,NA,1842460,NA,407462,2103420,537452,2320090,NA,NA,NA,789466,2769720,719086,1997500,NA,NA,1690010,NA,815056,NA,NA,NA,NA,NA,NA,1838920,4024450,NA,1182440,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g30523.t1",4127310,8493640,10963900,5881030,7828300,5447240,7507410,4969200,1407360,7947000,8297790,7971780,2871930,5256640,6108830,5040660,5514290,3263530,8157690,2901550,3417940,7188240,2053720,6814550,2605930,11597000,6242110,7094060,1246390,3651890,NA,9240300,3135590,6836120,9864220,4169960
"Montipora_capitata_HIv3___RNAseq.g30529.t1",13948700,96173200,45321300,48531300,24291600,32599500,61203400,42775100,6843120,40747500,18874000,16329400,NA,18101400,25258500,71733200,91759900,NA,62400300,3381700,2090820,58394800,NA,NA,NA,43631500,NA,16805300,3618270,NA,NA,42722900,2417540,83600000,10102400,41220100
"Montipora_capitata_HIv3___RNAseq.g30538.t1",1039330,87751700,10295800,4694870,2322860,5441400,14235700,5451890,2854570,9148530,9020060,7027220,NA,10512000,7523930,7384120,12322900,NA,14485600,NA,NA,8369300,NA,NA,NA,42817600,NA,2805210,1178790,NA,2578150,1631730,784342,14204400,NA,8684410
"Montipora_capitata_HIv3___RNAseq.g3055.t2",640989,2742750,916270,304431,840004,NA,NA,367339,835915,1108660,NA,781673,1284940,292710,NA,1868720,2251580,NA,938606,NA,434061,NA,337753,NA,284995,NA,3541800,1247330,NA,745449,1093720,259159,431716,1868630,722108,NA
"Montipora_capitata_HIv3___RNAseq.g30553.t1",76856600,142007000,62649100,136330000,20832100,76098500,136030000,107871000,51755800,49033600,10671500,32659500,65436800,175545000,168878000,57614200,78922500,5533050,66834900,26414000,22672200,189448000,1743910,NA,NA,NA,1496060,44668800,29943700,27593900,50400600,326372000,35761900,66899500,32702500,188408000
"Montipora_capitata_HIv3___RNAseq.g30554.t1",1846520,1283220,1567190,2016860,1299870,1445190,1050440,1757920,1064180,1462410,1009280,1501310,NA,1352710,1665710,1196080,1330910,935195,1291620,922369,1444080,1877720,865860,1733370,1082680,1537940,2476160,1778320,1233850,1067480,NA,1402780,811930,1486590,1714150,1134210
"Montipora_capitata_HIv3___RNAseq.g30555.t1",896445,701476,808846,853988,553800,675259,553784,685583,1092280,727946,560212,749533,1033170,1017790,763143,1070800,1182000,883366,748047,NA,518604,706155,719138,719042,NA,918914,1069950,929651,NA,NA,384929,727411,997612,1076040,1027980,NA
"Montipora_capitata_HIv3___RNAseq.g30557.t1",113336000,155925000,125365000,197022000,98496700,77895900,211224000,56202400,31565200,124171000,162017000,80038100,16176400,44306000,86190100,137848000,120499000,61057400,199989000,46317800,29073500,74816300,59193900,84388600,26510000,94091900,91690400,128097000,79171500,55851700,22027200,118377000,24839600,128523000,82883500,67697600
"Montipora_capitata_HIv3___RNAseq.g3056.t1",13824100,12395700,7095500,8976050,6256220,10218700,9537170,5970470,12703100,9025560,9391420,11093600,8635250,8830350,8578620,3935940,8279930,7580360,10993000,7017660,9208440,9140480,9637980,8313490,10468500,9168100,9549800,10838500,10197900,11106200,13438000,8920750,11449800,3974720,11557700,11580500
"Montipora_capitata_HIv3___RNAseq.g30560.t1",1563160,615598,1062990,1502900,903259,1775530,1178970,1535700,2209150,1284150,651734,1558210,2025620,1947330,1415650,433567,709836,2207070,777796,1828400,1872980,1148770,1915000,1510170,2231000,1010450,651536,1105480,1422220,2202120,2345490,1576420,2245600,484202,922798,1779050
"Montipora_capitata_HIv3___RNAseq.g30561.t1",NA,NA,NA,NA,318209,1110300,950774,713388,1957580,1124600,706314,632501,NA,471715,NA,NA,984160,572972,NA,NA,777818,724613,632554,NA,747208,NA,446418,732335,NA,1708790,1386260,NA,858940,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g30562.t1",507732,1968850,1977220,1797240,2265190,975332,1200040,1030250,NA,1627880,1564060,2171400,NA,NA,1324710,2885350,1890570,NA,2276510,NA,796189,1571980,NA,2213930,NA,1653120,2347290,1941280,1115500,NA,NA,1473990,NA,2289950,2015820,NA
"Montipora_capitata_HIv3___RNAseq.g30564.t1",NA,NA,NA,479466,NA,925497,NA,NA,572198,477828,NA,NA,NA,NA,NA,512396,604702,NA,888607,NA,NA,NA,NA,NA,NA,NA,346217,796726,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g3057.t2",24519300,18680900,13872600,14564800,13106100,20200000,17537500,13450000,22115600,17158900,15074300,18444600,19865500,16788500,17709600,7571870,13914600,13925700,9935700,17823800,18643400,17600500,15861000,14682400,17379300,15135400,17048000,16201900,18548100,22443400,25819000,16474700,18656200,7508330,19753400,18203300
"Montipora_capitata_HIv3___RNAseq.g30576.t1",156729000,82604200,78771100,145688000,70169700,129134000,135557000,124061000,124250000,83935300,70922000,119830000,133124000,137763000,149342000,65534700,74729200,129020000,96361900,169438000,142006000,127481000,156038000,120512000,159038000,125661000,91046800,112519000,146369000,122919000,103484000,120218000,146574000,64363400,111618000,156017000
"Montipora_capitata_HIv3___RNAseq.g30577.t1",3976110,NA,4220600,2013770,3669280,8842630,4816570,2473240,NA,NA,NA,NA,NA,NA,5730080,2302620,NA,1528450,3029740,890953,3887430,6397810,1323510,2585290,1300010,NA,NA,NA,1144500,NA,NA,NA,2674780,NA,NA,2056070
"Montipora_capitata_HIv3___RNAseq.g30591.t1",24384000,10389300,15586200,17335900,7278480,11548100,26926800,18257000,12010000,13562800,8425550,27673900,25912300,34042400,27142100,5656210,3763410,18395000,10844400,14489900,19356300,22802100,22473500,11847200,23578100,23513900,10924800,19715700,19083600,15220700,18637200,24938900,23784900,9808460,17774300,24790900
"Montipora_capitata_HIv3___RNAseq.g30595.t1",7944630,6981430,9218780,6693420,8475820,6998330,9783160,6894460,4775940,6578630,4653320,8995490,5436600,7406100,8812720,5088790,6116560,4463090,7606510,4182500,8458490,8814750,4185820,6964590,3968260,8490730,8359110,8191780,3438470,6213720,5856410,9903580,6271790,6560650,8393930,4307200
"Montipora_capitata_HIv3___RNAseq.g30596.t2",NA,NA,NA,1970560,NA,1711290,NA,NA,2400700,NA,NA,NA,NA,1142850,NA,NA,NA,NA,NA,NA,NA,1379720,NA,NA,NA,NA,1024340,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g30597.t1",1201510,NA,918287,667926,502510,1269700,944904,1476460,1413640,1022730,NA,1572270,1490970,1893960,671290,NA,690646,NA,NA,NA,1339370,812444,NA,NA,1681390,1073550,880049,1324210,951305,1668100,1453270,1103510,1521800,505164,961080,1424070
"Montipora_capitata_HIv3___RNAseq.g30614.t1c",NA,5612830,426761,1900300,152311,833954,1355970,2543500,879177,NA,NA,1299740,NA,2586070,7795590,737680,3331600,NA,1394270,NA,1608490,4082310,550084,999268,NA,1515080,978461,757746,NA,NA,NA,3988920,1074430,NA,2383790,1253040
"Montipora_capitata_HIv3___RNAseq.g30615.t1",2535300,6074350,2187870,6376360,1911350,4280990,7413940,4375780,4853990,4060080,4508280,5614260,2110390,5208790,8756770,1157930,3355850,5538930,1268480,7897180,5271750,3946750,10707000,2575880,8301400,1715010,2400750,5604250,7326580,7582730,7036830,2838760,7334730,848282,2969110,16558700
"Montipora_capitata_HIv3___RNAseq.g30616.t1",631236,6388830,1835190,2231390,802827,2812650,2777820,2111740,785887,3220110,1034440,1370180,483156,1297310,5374440,3364850,4907010,522788,1890320,NA,694146,2240940,772289,669650,445498,3720070,1134550,1189200,NA,NA,NA,3366240,NA,2335940,1393060,3917450
"Montipora_capitata_HIv3___RNAseq.g30618.t1",1465850,3174190,NA,2208110,888891,1348060,2671440,1696600,2266160,1069610,1101760,2023940,883318,2119000,3033430,902826,1657740,892701,1307590,1239740,1362680,1190830,1790930,605188,1125540,703215,1023250,1714960,1129570,1196970,1458940,1182390,1225200,999839,1154540,2747880
"Montipora_capitata_HIv3___RNAseq.g30619.t1",2398380,895418,2693470,1774880,4981690,721799,3413430,4822210,NA,5650100,12061300,NA,NA,2213040,3211430,1927970,5344790,5048660,1951440,2889450,1382360,2256880,3715030,3760770,4954340,NA,2853530,2455100,2975990,NA,NA,NA,1853070,6112560,2876290,2525430
"Montipora_capitata_HIv3___RNAseq.g3064.t1",NA,NA,NA,1380280,2454390,2078230,NA,NA,NA,NA,NA,1516260,NA,NA,824848,NA,NA,812470,NA,NA,NA,NA,1012830,NA,NA,NA,NA,2882840,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g30696.t1",2943270,14630000,21936400,63504000,5341990,21322100,50219800,20103100,6196290,74896300,12624000,20167300,1792380,8620440,15077900,49638500,38710200,15467800,39199500,12276500,5661840,15052600,3650200,12469100,5403660,15327300,9871150,30255000,16160200,28909900,4025410,13101500,3009940,24298800,6008490,14596500
"Montipora_capitata_HIv3___RNAseq.g30712.t1",13183200,33508900,31622700,23521000,30487100,24270500,13440100,14109700,3718290,18273300,38733800,NA,NA,8691820,16681300,20407700,19917000,NA,27122800,NA,5871730,19557500,4238890,7092540,NA,8377490,19164000,12622700,NA,NA,NA,15021100,5667720,27488200,NA,NA
"Montipora_capitata_HIv3___RNAseq.g30713.t1",10122800,9705670,9763220,9355580,12561200,10377500,9877840,11018800,8871470,10540200,14264700,12302900,16370900,9759130,11340600,12504900,12676300,7752980,10879600,12997800,10478900,9581390,10661200,12094100,10397800,10473700,14409900,10624300,11064300,9134060,11775900,9783030,7722320,10790900,12210500,12563700
"Montipora_capitata_HIv3___RNAseq.g30716.t1",19345800,12760100,14441600,19689400,16234600,17532700,13887000,19927500,16449800,15060300,12089400,15119300,16822800,18940600,14165700,11963400,14394100,15423400,12112000,17118800,17017500,14185100,17102900,17208500,18169700,13564900,18322400,21057600,16338900,20402300,17603800,15246400,19225800,12366700,17268100,16328100
"Montipora_capitata_HIv3___RNAseq.g30788.t1",921318,768277,1288200,1728860,1041160,1690490,1215300,1035500,1269010,1835190,1160860,2288120,621673,NA,NA,1708810,1406350,NA,1894580,2199090,NA,1946990,NA,2478090,NA,1408840,902338,1678370,2722460,755534,998173,543573,NA,1877470,1044330,NA
"Montipora_capitata_HIv3___RNAseq.g30842.t1a",301101,NA,NA,734276,386691,NA,NA,639670,NA,NA,NA,NA,NA,675502,NA,NA,NA,NA,NA,NA,695521,NA,NA,NA,NA,NA,NA,729388,NA,NA,NA,353129,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g30879.t1",1946420,1000830,1875290,2946500,717008,3190210,NA,1380090,1892500,2273530,NA,1144110,535680,2219330,1007250,2025630,2205470,1014900,2190050,1095140,982555,956886,479186,4484000,NA,2244980,1854640,897795,1975420,1691280,NA,1917520,611039,1524600,1158240,NA
"Montipora_capitata_HIv3___RNAseq.g30883.t1",NA,NA,NA,NA,1742690,NA,NA,926173,NA,945131,963019,1075590,NA,NA,535857,935877,1222450,NA,NA,NA,NA,688484,NA,NA,NA,NA,1474830,1304020,NA,NA,NA,NA,NA,NA,1014790,NA
"Montipora_capitata_HIv3___RNAseq.g30887.t1",42281000,614617000,72295700,105906000,18637300,96519400,78398800,55906100,30526400,100231000,78635200,101416000,7704340,29218900,72997100,115922000,119852000,45365900,357696000,23205200,22783300,86699500,122315000,95493000,130794000,87063900,32695800,28837900,101789000,21424500,13440700,87376500,18182000,145339000,14428900,157035000
"Montipora_capitata_HIv3___RNAseq.g3090.t2",3233430,5491700,4443660,4869070,4889040,4576940,4952880,6079050,2388310,9069690,11815300,4829470,1216440,2977690,4322470,5022310,7296790,4567510,5694900,3787570,2130450,5028860,6622650,6185450,4849780,6496250,5295220,5657550,3719530,5147830,2740780,3599840,3118370,4505110,6652620,7630110
"Montipora_capitata_HIv3___RNAseq.g30922.t1a",3313470,8172360,8314020,5057910,91616200,6681780,193640000,24181000,2028910,3696920,1198600,2194650,2616860,2547170,205384000,12834800,5659990,27820100,19515700,986501,91831700,184824000,12184300,7183970,21889200,7575380,NA,1553340,2996480,NA,849563,8726280,53046900,8181840,2767610,35831000
"Montipora_capitata_HIv3___RNAseq.g30930.t1",1761190,1980030,5445970,12756000,1956120,4112580,3695890,3022070,3904340,1565050,2017280,5334030,1343140,2903850,NA,2669870,2327810,1131070,9195830,4271900,4552040,4203670,1347590,7128900,924552,4490590,1348290,3279980,2503720,532737,1476050,12254700,2673670,3818580,5436730,2448250
"Montipora_capitata_HIv3___RNAseq.g30932.t1",NA,NA,NA,NA,15978400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15516400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g3094.t1",11719000,6945120,8425090,14298700,7641580,10874100,9952460,11568700,14096000,8258300,6857910,10928100,11623700,13665900,12406600,8953120,8224620,12586600,8330020,12438800,12625900,9438530,12989200,11929700,13091400,9611950,8607240,12029000,13362600,15074400,16387000,12030700,11787800,5911500,11387600,14400300
"Montipora_capitata_HIv3___RNAseq.g30942.t1",NA,2467040,NA,3179660,3865130,1154150,NA,2651350,438327,NA,2548800,1411570,NA,1582990,NA,870946,2630440,2258570,1999610,NA,2210250,1375590,NA,4330160,NA,927902,4984630,4219290,1074790,1881430,NA,1167960,1405590,NA,2501900,NA
"Montipora_capitata_HIv3___RNAseq.g3095.t1",497170,510908,357277,NA,871750,655731,460490,NA,NA,400474,NA,NA,NA,NA,NA,607389,NA,NA,NA,NA,NA,624308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g30951.t1",662886,NA,734091,570452,614520,427062,752383,1212410,627734,NA,NA,NA,1193460,NA,NA,174839,NA,2016140,NA,NA,1137550,714864,635344,522161,NA,876712,NA,NA,NA,903747,749894,864120,749666,NA,552261,NA
"Montipora_capitata_HIv3___RNAseq.g30954.t1",2138530,NA,NA,1561380,1359220,2251550,2032350,1814960,1820030,NA,NA,NA,1609970,NA,NA,NA,NA,1767850,NA,NA,1624120,1875760,747776,984845,1748320,NA,NA,961442,NA,869649,2989670,1985130,NA,NA,NA,1337740
"Montipora_capitata_HIv3___RNAseq.g30961.t1",7017010,2078340,2606300,4705230,2495430,6078200,4583700,6010880,7128640,3848380,2751610,3837670,6360860,5210840,4357920,1537910,2603420,4649570,2380880,5012420,6631460,4443310,4576610,3927950,5358280,3227020,3364180,4285890,4906570,6889770,6931040,4857690,6031020,2041240,3847640,4769540
"Montipora_capitata_HIv3___RNAseq.g30965.t1",3367650,3114580,3065030,3494050,4166420,3647760,2749720,5148740,3239160,3121630,2567350,3616910,2410120,3499730,3148700,7363820,3994380,2829640,4578010,2082150,4369270,3845000,2942060,5710160,3049610,3573070,4739510,3708210,1691690,4475420,2106300,4574920,3424850,5455340,7369860,3247380
"Montipora_capitata_HIv3___RNAseq.g30982.t1",NA,2607380,1568060,1701250,NA,1194180,2323830,2204500,418101,1689050,NA,1047010,1480670,3998690,3448240,4751380,3540540,616973,5580400,NA,NA,2474620,394650,NA,NA,2305970,NA,NA,NA,NA,NA,1871460,NA,1857780,NA,2542890
"Montipora_capitata_HIv3___RNAseq.g30998.t1",NA,5145780,1779860,1650110,1068730,NA,NA,NA,NA,2520690,1217040,NA,NA,NA,NA,3108030,5246210,NA,2972290,NA,NA,NA,NA,NA,NA,1083930,5074330,4122740,NA,NA,NA,NA,NA,6076880,489614,NA
"Montipora_capitata_HIv3___RNAseq.g31007.t1",11819100,8247400,8023410,8025120,6234430,8618100,10261300,8134350,8022510,6244110,8751430,9484060,10974800,8201610,9849320,6547750,5666710,10010800,7307600,9828700,10603800,8980470,10636300,7976150,10953000,8027040,6359080,6183660,11770600,10294200,8175030,9697490,8650320,6547450,9336270,12687400
"Montipora_capitata_HIv3___RNAseq.g31010.t1",11285400,7234280,20499900,20770400,13191900,15688000,82750200,14425500,9765470,17129900,32716100,23447300,11164900,9634420,15994400,5794630,6634900,16922200,8493310,10677700,15270600,17955600,6641550,18240800,9737820,17276500,6625760,22265000,15806300,21503000,37790700,16186100,13816000,8375180,6122240,8381560
"Montipora_capitata_HIv3___RNAseq.g31014.t1",4825250,8098080,11652800,7276620,8390140,3907490,10389400,5516120,1609550,6718230,11049900,11996700,1094560,4527410,6157240,5983780,6431660,3085620,7639470,3046570,3309600,6199990,3057460,7747210,3863850,14886100,7614940,8480860,3545120,5793760,1798300,5451820,3582970,8696270,7990490,4237320
"Montipora_capitata_HIv3___RNAseq.g3103.t1",1979790,NA,NA,1810710,1395790,2428300,1822800,1792190,2223820,1248820,1122030,2261060,3193830,3096100,1509790,1246010,817964,3006590,1014070,2470740,2414060,1881400,2180940,1919920,3422520,1651810,723426,1935670,3090750,2794340,1524460,2019300,2693250,865469,1219880,2454720
"Montipora_capitata_HIv3___RNAseq.g31044.t1",NA,228986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460945,NA,NA
"Montipora_capitata_HIv3___RNAseq.g31049.t1",33454700,25795100,37289200,24037900,47813200,48449700,31987900,37450500,26890100,31097800,55658300,37748500,21513600,30532700,24468400,36387600,38093300,31314200,28649200,22763100,30176100,31309400,31652500,35415800,25671600,25618400,48328800,47529600,13829900,35246400,26318700,41621900,27071800,49919900,54104900,24188700
"Montipora_capitata_HIv3___RNAseq.g31050.t1",783862,NA,340753,822776,477154,717838,609534,735221,770816,392244,NA,765267,877067,926671,550986,331276,NA,776465,NA,NA,800233,546887,716204,638048,NA,NA,417999,628176,589321,NA,727233,753320,890934,486047,NA,NA
"Montipora_capitata_HIv3___RNAseq.g3109.t1",973634,163841,401159,1550810,1302680,1330470,NA,1675580,4360690,NA,NA,NA,NA,1844090,NA,NA,NA,1965550,NA,NA,1360380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1197070,1944860,614740,NA,NA
"Montipora_capitata_HIv3___RNAseq.g3110.t1",969519,2754630,1220190,3759870,2642330,2537330,3334960,1708660,NA,2777120,4788390,3613140,NA,1887430,3375820,2302210,2909640,1306260,2186330,3196460,1772610,3063220,1849080,2699860,1676560,2024450,3388760,4530600,1809480,2484080,NA,963749,1625230,2809930,1421330,2379720
"Montipora_capitata_HIv3___RNAseq.g31120.t1",6635390,7059970,5119120,6358250,3300550,7700850,6000120,4409730,7810860,7980300,7618080,3340720,4954190,3124120,8851020,4625660,7237590,3829210,5353440,7618800,4966390,5097930,4348140,6675910,5025400,6182680,2789650,3102030,11641100,9546540,7620300,5335340,5139700,2356570,5233170,6380940
"Montipora_capitata_HIv3___RNAseq.g31138.t1",801335,3746370,1747580,2112920,2191090,1286680,2987160,1197150,285434,2864290,2888910,1193800,NA,940327,3204770,3269130,3431750,1576430,3135000,NA,993128,1772370,759723,2048620,NA,2287930,1881150,1344670,1669670,NA,NA,925883,1137800,2658790,1473070,2775290
"Montipora_capitata_HIv3___RNAseq.g31139.t1",207091,NA,NA,465016,NA,301969,NA,236032,349436,NA,NA,NA,NA,302493,NA,NA,NA,NA,NA,NA,296404,223014,NA,152662,NA,NA,241331,NA,NA,NA,NA,178767,227396,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g31170.t1",NA,NA,NA,122547,181892,60849.6,NA,145284,NA,NA,NA,149450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86553.5,131857,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g31171.t1",2353040,1010490,1689010,1752790,863758,1359930,NA,3089030,1430650,1913110,NA,957971,2082230,2352420,2247610,NA,1071320,1900930,NA,1875920,1881120,1528270,1479370,1257010,1910710,1540260,941448,1170850,NA,NA,NA,2285460,2416790,NA,1056480,NA
"Montipora_capitata_HIv3___RNAseq.g3119.t1",35261600,18087700,19270100,27162100,20220400,31710700,29284300,29318200,40306800,19309000,22830700,37016500,41654000,37527000,28540400,17023000,18281400,35436600,20255900,40209800,41921500,25574400,37845700,29822200,39495000,21774100,24160600,32610600,42423800,32868700,64643100,35035700,35128200,22916700,34033800,41438400
"Montipora_capitata_HIv3___RNAseq.g31191.t1",NA,NA,875797,1034670,804914,699536,849716,1458540,NA,860533,NA,937181,NA,NA,NA,870462,817615,522871,NA,NA,440406,1140480,NA,785897,NA,1059840,620698,683770,NA,NA,NA,1681800,NA,1157450,956120,NA
"Montipora_capitata_HIv3___RNAseq.g31192.t1",2264800,960344,2224610,2234690,1733390,2257380,1816760,3240840,1952770,NA,1874760,1751850,1453840,2223320,NA,452304,1362200,2906580,NA,1655530,2152250,1115340,2068480,2554290,2465960,1434830,1472650,1543170,2547020,1542050,1526030,1775020,2327530,516046,2287110,2485040
"Montipora_capitata_HIv3___RNAseq.g31199.t1",17118100,13929300,81480400,102674000,39037900,114478000,162939000,69252200,63228500,75906500,44436100,71354100,22423400,22609000,212695000,153424000,65545000,49052800,216724000,49602500,73999900,104148000,19942300,70451800,26819600,101395000,10508100,21427500,50864900,40782000,56824900,130909000,39440500,114613000,39812300,57354600
"Montipora_capitata_HIv3___RNAseq.g31220.t1",396487,499710,NA,NA,NA,NA,NA,NA,NA,NA,NA,1089420,NA,729702,NA,808849,447498,NA,NA,NA,NA,NA,271347,NA,NA,NA,1113700,1292070,NA,NA,NA,620264,NA,NA,1528580,NA
"Montipora_capitata_HIv3___RNAseq.g31225.t1",NA,NA,296791,NA,618422,NA,630027,NA,NA,NA,NA,NA,NA,NA,NA,434338,NA,NA,NA,NA,NA,670060,NA,NA,NA,NA,428348,NA,NA,NA,NA,706147,NA,216163,389994,NA
"Montipora_capitata_HIv3___RNAseq.g31228.t1",348099,NA,NA,445121,822844,NA,1235770,897151,NA,NA,NA,NA,NA,NA,1339840,249222,NA,NA,1213940,NA,NA,1221260,NA,NA,1250250,NA,NA,NA,NA,NA,NA,NA,685051,NA,NA,NA
